Catégorie,Action,clean_categorie,predicted_categorie,valid_sentence
M3 > Finance,Modification des parametres d'affichage,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,"La période comptable a été ouverte en GLS990 par le DF, merci de reessayer",M3,Securité,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,Période comptable 2022 ouverte en GLS990 par le DF,M3,CRM,False
M3 > Finance,RAS,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous:rn
 rn
SELECT * FROM M3FDBCM1.FPLEDG WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (561839,563981,566080) AND EPVSER='CDE' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2021,2022);rn

UPDATE M3FDBCM1.FPLEDG SET EPAPRV=1 WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (561839,563981,566080) AND EPVSER='CDE' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2021,2022);",M3,CRM,False
M3 > Finance,"Puisque la mise au rebut est à valeur null, ça ne vaut donc pas la peine de l'extourner",M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,Merci de me communiquer le code projet à renseigner pour mise à jour par requête; car vous ne pouvez plus rétrograder cet OA ( Budget 2021),M3,M3,False
M3 > Finance,Recyclage du travail bloqué en GLS047: Résolu,M3,CRM,False
M3 > Finance,Merci de voir avec le master data pour la prorogation de cette date,M3,CRM,False
M3 > Finance,Merci d'actualiser le travail encours sous le profil DJANKW01 en GLS037,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"Puisque les écritures attendues ont été bien généré, merci à la supervision d'exécuter les requêtes ci dessous:rn
 rn
SELECT * FROM M3FDBCM1.FFASMA WHERE FMCONO=100 AND FMDIVI='M00' AND CONCAT(FMASID,FMSBNO)='0000005001601';rn
UPDATE M3FDBCM1.FFASMA SET FMSPER=20211231, FMFAST=9 WHERE FMCONO=100 AND FMDIVI='M00' AND CONCAT(FMASID,FMSBNO)='0000005001601';rn
SELECT * FROM M3FDBCM1.FFASDM WHERE FDCONO=100 AND FDDIVI='M00' AND CONCAT(FDASID,FDSBNO)='0000005001601';rn
UPDATE M3FDBCM1.FFASDM SET FDFAST=9 WHERE FDCONO=100 AND FDDIVI='M00' AND CONCAT(FDASID,FDSBNO)='0000005001601';",M3,M3,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,RAS,M3,CRM,False
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous pour mise à jour du statut de l'immo:rn
 rn
SELECT * FROM M3FDBCM1.FFASMA WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn
UPDATE M3FDBCM1.FFASMA SET FMFAST=9 WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn
SELECT * FROM M3FDBCM1.FFASDM WHERE FDCONO=100 AND FDDIVI='P00' AND CONCAT(FDASID,FDSBNO)='000001702410';rn
UPDATE M3FDBCM1.FFASDM SET FDFAST=9 WHERE FDCONO=100 AND FDDIVI='P00' AND CONCAT(FDASID,FDSBNO)='000001702410';",M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,"rn
Prière à la supervision d’exécuter la requête ci-dessous pour approbation de la pièce citée dans le mail ci-dessous afin de permettre son lettrage.rn
 rn
SELECT * FROM M3FDBCM1.FPLEDG WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (119673,117347,134224) AND EPVSER='ODG' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2019,2018,2020);rn

UPDATE M3FDBCM1.FPLEDG SET EPAPRV=1 WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (119673,117347,134224) AND EPVSER='ODG' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2019,2018,2020);",M3,CRM,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous:rn
 rn
UPDATE M3FDBCM1.FCHACC SET EAVTDT=20220101 WHERE EACONO=100 AND EAAITP='6'AND EAAITM IN 
('FFICFC', 'FFISO15', 'PALOR12', 'PJKBF20', 'PJKCA20', 'PRSECU', 'PX2001', 'PXT003', 'QALOR19', 'QALOR30', 'QJKBL18', 'QJKCA18', 'QJKCA31', 'RATCC31', 'RBTEX18', 'RCBHE38', 'REVEX19', 'REVIS19', 'REYDP31', 'RV0061', 'RV1041', 'RV8004', 'RVC002', 'RX1005', 'RX1014', 'RX3001', 'RX3002', 'RX3004', 'SADPL30', 'SBACA05', 'SBTBF18', 'SBTBL18', 'SBTCA18','SBTDP18','SBTEX18','SBTMY18','SCBHE02','SCBHE19','SCBMU15','SCBMU19','SEFBC20','SEVBF02','SEVIS30','SEVMY02','SFNTA10','SFNVE10','SHEBW17','SHEMY17','SPBCC18','SSDOR39','SSZTA16','SV0019','SV0037','SV0049','SV0053','SV0055','SV0065','SV0081','SV2010','SV4031','SV8001','SV8105','SV9019','SV9033','SX2051','SXS014','SYDTP01','SYDTP32','SYDTP40','TADCM19','TBADJ08','TBTBF18','TBTBW18','TBTCA18','TBTDJ18','TBTDP18','TBTMU18','TBTTP18','TBTXX18','TCBHE38','TCBMU19','TDYTP02','TEFBC20','TEVBF19','TEVCA19','TEVCM30','TEVCM31','TEVEX01','TEVEX02','TEVEX03','TEVEX19','TEVEX30','TEVEX31','TEVEX32','TEVIS19','TEVMY19','TEVMY31','TEVMY36','TFNTA10','TFNTA13','TFNTA19','THECC17','THEIS17','THESP17','TJKCA25','TJKEX24','TMSBW19','TRAEX16','TSDDJ19','TSDOR19','TSZBA16','TSZBW16','TSZCA24','TSZIS16','TSZMU16','TTFEX70','TV0002','TV0004','TV0007','TV0015','TV0019','TV0022','TV0027','TV0030','TV0031','TV0034','TV0041','TV0042','TV0043','TV0044','TV0045','TV0046','TV0048','TV0056','TV0057','TV0058','TV0060','TV0062','TV0067','TV0068','TV0070','TV0071','TV0076','TV0084','TV0085','TV0087','TV0100','TV1001','TV1002','TV1010','TV1012','TV1022','TV1034','TV1047','TV1048','TV1058','TV1061','TV1085','TV1087','TV1106','TV2001','TV2003','TV2005','TV2006','TV2009','TV2017','TV2020','TV2022','TV2023','TV2024','TV2025','TV2039','TV2040','TV2048','TV2052','TV2057','TV2062','TV2067','TV2087','TV2090','TV2092','TV2113','TV2123','TV3005','TV3009','TV3013','TV3014','TV3040','TV3058','TV3062','TV4001','TV4003','TV4005','TV4010','TV4028','TV4029','TV4045','TV4048','TV4061','TV4067','TV4074','TV8002','TV8003','TV8004','TV8005','TV8006','TV8007','TV8010','TV8011','TV8014','TV8104','TV8106','TV8107','TV8108','TV8113','TV8116','TV8202','TV8203','TV8206','TV8304','TV8305','TV8306','TV8401','TV9001','TV9003','TV9004','TV9007','TV9008','TV9009','TV9010','TV9011','TV9012','TV9014','TV9015','TV9017','TV9019','TV9020','TV9202','TV9206','TV9207','TV9208','TV9209','TV9210','TV9304','TVBJP07','TVBJP30','TVC012','TVC014','TVC812','TWKEX1','TX1052','TX2052','TX3050','TX4050','TYDTP19','TYDTP30','TYDTP31','TYDTP38','TYDTP40','TYDXX07','TYDXX19','TYDXX31');",M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,"Merci à la supervision d'exécuter les requêtes ci dessous:rn
 rn
UPDATE M3FDBCM1.FCHACC SET EAVTDT=20220101 WHERE EACONO=100 AND EAAITP='6'AND EAAITM IN 
('FFICFC', 'FFISO15', 'PALOR12', 'PJKBF20', 'PJKCA20', 'PRSECU', 'PX2001', 'PXT003', 'QALOR19', 'QALOR30', 'QJKBL18', 'QJKCA18', 'QJKCA31', 'RATCC31', 'RBTEX18', 'RCBHE38', 'REVEX19', 'REVIS19', 'REYDP31', 'RV0061', 'RV1041', 'RV8004', 'RVC002', 'RX1005', 'RX1014', 'RX3001', 'RX3002', 'RX3004', 'SADPL30', 'SBACA05', 'SBTBF18', 'SBTBL18', 'SBTCA18','SBTDP18','SBTEX18','SBTMY18','SCBHE02','SCBHE19','SCBMU15','SCBMU19','SEFBC20','SEVBF02','SEVIS30','SEVMY02','SFNTA10','SFNVE10','SHEBW17','SHEMY17','SPBCC18','SSDOR39','SSZTA16','SV0019','SV0037','SV0049','SV0053','SV0055','SV0065','SV0081','SV2010','SV4031','SV8001','SV8105','SV9019','SV9033','SX2051','SXS014','SYDTP01','SYDTP32','SYDTP40','TADCM19','TBADJ08','TBTBF18','TBTBW18','TBTCA18','TBTDJ18','TBTDP18','TBTMU18','TBTTP18','TBTXX18','TCBHE38','TCBMU19','TDYTP02','TEFBC20','TEVBF19','TEVCA19','TEVCM30','TEVCM31','TEVEX01','TEVEX02','TEVEX03','TEVEX19','TEVEX30','TEVEX31','TEVEX32','TEVIS19','TEVMY19','TEVMY31','TEVMY36','TFNTA10','TFNTA13','TFNTA19','THECC17','THEIS17','THESP17','TJKCA25','TJKEX24','TMSBW19','TRAEX16','TSDDJ19','TSDOR19','TSZBA16','TSZBW16','TSZCA24','TSZIS16','TSZMU16','TTFEX70','TV0002','TV0004','TV0007','TV0015','TV0019','TV0022','TV0027','TV0030','TV0031','TV0034','TV0041','TV0042','TV0043','TV0044','TV0045','TV0046','TV0048','TV0056','TV0057','TV0058','TV0060','TV0062','TV0067','TV0068','TV0070','TV0071','TV0076','TV0084','TV0085','TV0087','TV0100','TV1001','TV1002','TV1010','TV1012','TV1022','TV1034','TV1047','TV1048','TV1058','TV1061','TV1085','TV1087','TV1106','TV2001','TV2003','TV2005','TV2006','TV2009','TV2017','TV2020','TV2022','TV2023','TV2024','TV2025','TV2039','TV2040','TV2048','TV2052','TV2057','TV2062','TV2067','TV2087','TV2090','TV2092','TV2113','TV2123','TV3005','TV3009','TV3013','TV3014','TV3040','TV3058','TV3062','TV4001','TV4003','TV4005','TV4010','TV4028','TV4029','TV4045','TV4048','TV4061','TV4067','TV4074','TV8002','TV8003','TV8004','TV8005','TV8006','TV8007','TV8010','TV8011','TV8014','TV8104','TV8106','TV8107','TV8108','TV8113','TV8116','TV8202','TV8203','TV8206','TV8304','TV8305','TV8306','TV8401','TV9001','TV9003','TV9004','TV9007','TV9008','TV9009','TV9010','TV9011','TV9012','TV9014','TV9015','TV9017','TV9019','TV9020','TV9202','TV9206','TV9207','TV9208','TV9209','TV9210','TV9304','TVBJP07','TVBJP30','TVC012','TVC014','TVC812','TWKEX1','TX1052','TX2052','TX3050','TX4050','TYDTP19','TYDTP30','TYDTP31','TYDTP38','TYDTP40','TYDXX07','TYDXX19','TYDXX31');",M3,CRM,False
M3 > Finance,Période comptable 2022 ouverte par le DF via leGLS990,M3,CRM,False
M3 > Finance,Merci au master data de proroger la date de fin de validité pour permettre au comptable de facturer,M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"Recyclage du travail en GLS047, merci de reessayer à nouveau",M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,Création de la nouvelle rubrique 1936 en administration fonctionnelle et remplacement de la rubrique 1935 par la 1936 dans la base de calcul rubrique 3220,M3,CRM,False
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous:rn
SELECT * FROM M3FDBCM1.FFASMA WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn
UPDATE M3FDBCM1.FFASMA SET FMSPER=20211227 WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn",M3,Securité,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,Merci de demander au comptable de procéder à la mise à jour de ce lien ( au niveau du WF Règlement facture et WF Facture) ou alors me communiquer ce lien pour mise à jour.,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,RAS,M3,M3,False
M3 > Finance,Mise à jour Effectuée via le recyclage en GLS047,M3,CRM,False
M3 > Finance,en cours,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,OK,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,Merci de voir avec la comptabilité générale pour mise à jour via le GLS940,M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,Réinitialisation de la facture faite,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,modification des parametres d'affichage,M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,RAS,M3,CRM,False
M3 > Finance,RAS,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,Merci de me communiquer les lignes à toper par capture écran,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessousrn
SELECT * FROM M3FDBCM1.FFAHIS WHERE FHCONO=100 AND FHDIVI='P00' AND CONCAT(FHASID,FHSBNO)='00000174111' AND FHVATP IN (2,9) AND FHVONO=131532;rn
update M3FDBCM1.FFAHIS SET FHVONO=131538, FHFAVA=-1412301,FHFAVC=-1412301 WHERE FHCONO=100 AND FHDIVI='P00' AND CONCAT(FHASID,FHSBNO)='00000174111' AND FHVATP IN (2,9) AND FHVONO=131532;rn
SELECT * FROM M3FDBCM1.FFAsvl WHERE FVCONO=100 AND FVDIVI='P00' AND CONCAT(FVASID,FVSBNO)='00000174111' AND FVVATP IN (2,9);rn
update M3FDBCM1.FFASVL SET FVFAVA=1412301,FVFAVC=1412301 WHERE FVCONO=100 AND FVDIVI='P00' AND CONCAT(FVASID,FVSBNO)='00000174111' AND FVVATP IN (2,9);",M3,CRM,False
M3 > Finance,RAS,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,Déverrouillage du Budget 2022 dans SEMC,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,RAS,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,le problème ici sera de voir avec le master data si l’id banque des clients est bien renseigné au moment de la création du client.,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,TRAITE,M3,Postes,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"SELECT fyckno AS CHEQUE,FYPYNO AS PAYEUR,FYRAI2 AS DEPOT,FYCUAM AS MONTANT,FYBKNM AS BANQUE_CLIENT, FYRMNB AS NUMERO_REMISE,ERRMDA AS DATE_REMISE, ERBKNM AS BANQUE_REMISE,ERCHID AS RESPONSABLE
FROM M3FDBCM1.FCHKMA,M3FDBCM1.FARREM
WHERE ERCONO=FYCONO AND FYDIVI=ERDIVI AND FYRMNB=ERRMNB AND FYCONO=100 AND FYDIVI='P00' AND FYPYCD='CHQ' AND FYRMNB<>0 AND FYRGDT=20220118;rn",M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"Assistance de l'utilisateur par M. KOUAGHEU Aimé, résolu.",M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,Merci de voir avec le master data qui devra proroger cette date,M3,M3,False
M3 > Finance,merci d'extourner les factures concernées et les ressaisir à nouveau; avec toutes nos excuses pour le désagrément causé.,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"Merci à la supervision d'exécuter les requêtes ci dessous afin que les lignes non topées soient topées:rn
select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3111124' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('111 005','111 008','CA231226 19-07074');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3111124' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('111 005','111 008','CA231226 19-07074');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3128673' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA265302 CDE 19-14942');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3128673' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA265302 CDE 19-14942');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3140392' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA270689 CDE 20-02387');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3140392' AND F5PNLI IN (2,3,4) and F5SINO IN ('CA270689 CDE 20-02387');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3142851' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA270689 CDE 20-02387');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3142851' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA270689 CDE 20-02387');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3143650' AND F5PNLI IN (1) and F5SINO IN ('CA267919 CDE 20-05025');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3143650' AND F5PNLI IN (1) and F5SINO IN ('CA267919 CDE 20-05025');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3145846' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA268843 CDE 20-03647');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3145846' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA268843 CDE 20-03647');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3147602' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA269705 CDE 20-04161');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3147602' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA269705 CDE 20-04161');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3150245' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA267917 CDE 20-04227');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3150245' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA267917 CDE 20-04227')

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3150933' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA270822 CDE 20-04585');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3150933' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA270822 CDE 20-04585');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3157490' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA270280 CDE 20-05699');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3157490' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA270280 CDE 20-05699');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3161352' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA273232 CDE 20-05940');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3161352' AND F5PNLI IN (1,2,3,4) and F5SINO IN ('CA273232 CDE 20-05940');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3202462' AND F5PNLI IN (10) and F5SINO IN ('CA303840 CDE 21-00526/2');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3 where F5CONO=100 and F5PUNO='3202462' AND F5PNLI IN (10) and F5SINO IN ('CA303840 CDE 21-00526/2');

select F5INS5,A.* from M3FDBCM1.FGINLI A where F5CONO=100 and F5PUNO='3222702' AND F5PNLI IN (10) and F5SINO IN ('IMP-050243-I');
 UPDATE M3FDBCM1.FGINLI SET F5INS1=3, F5INS3=3, F5INS5=4 where F5CONO=100 and F5PUNO='3222702' AND F5PNLI IN (10) and F5SINO IN ('IMP-050243-I');rn",M3,CRM,False
M3 > Finance,"Pour la fiche de socaver, les requête ci dessous seront passées et pour le recyclage, le travail en échec a été suspendu via le MNS250, MNS320, merci de procéder au recyclage:rn
 rn
SELECT * FROM M3FDBCM1.FFASMA WHERE FMCONO=100 AND FMDIVI='V00' AND CONCAT(FMASID,FMSBNO) ='00000007160';
 UPDATE M3FDBCM1.FFASMA SET FMSBNO=1 WHERE FMCONO=100 AND FMDIVI='V00' AND CONCAT(FMASID,FMSBNO) ='00000007160';

SELECT * FROM M3FDBCM1.FFASDM WHERE FDCONO=100 AND FDDIVI='V00' AND CONCAT(FDASID,FDSBNO) ='00000007160';
 UPDATE M3FDBCM1.FFASDM SET FDSBNO=1 WHERE FDCONO=100 AND FDDIVI='V00' AND CONCAT(FDASID,FDSBNO) ='00000007160';

SELECT * FROM M3FDBCM1.FFAHIS WHERE FHCONO=100 AND FHDIVI='V00' AND CONCAT(FHASID,FHSBNO) ='00000007160';
 UPDATE M3FDBCM1.FFAHIS SET FHSBNO=1 WHERE FHCONO=100 AND FHDIVI='V00' AND CONCAT(FHASID,FHSBNO) ='00000007160';

SELECT * FROM M3FDBCM1.FFASVL WHERE FVCONO=100 AND FVDIVI='V00' AND CONCAT(FVASID,FVSBNO) ='00000007160';
 UPDATE M3FDBCM1.FFASVL SET FVSBNO=1 WHERE FVCONO=100 AND FVDIVI='V00' AND CONCAT(FVASID,FVSBNO) ='00000007160';rn
 rn",M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,Merci de revoir le cas de cet OA ( à supprimer ou alors besoin de budget supplémentaire pour faire passer),M3,CRM,False
M3 > Finance,"Merci de voir avec le chef service comptable, car l'informatique n'extourne pas les pièces comptables",M3,Securité,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,RAS,M3,CRM,False
M3 > Finance,Période comptable ouverte en GLS990 pour la période du 0112/2021 au 31/12/2022,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,"Prière à la supervision d’exécuter la requête ci-dessous pour approbation de la pièce citée dans le mail ci-dessous afin de permettre son lettrage.rn
 rn
SELECT * FROM M3FDBCM1.FPLEDG WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (119673) AND EPVSER='ODG' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2019);rn

UPDATE M3FDBCM1.FPLEDG SET EPAPRV=1 WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (119673) AND EPVSER='ODG' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2019);",M3,CRM,False
M3 > Finance,RAS,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,OK,M3,Postes,False
M3 > Finance,"Merci à la supervision d'exécuter les requêtes ci dessous:rn
 rn
SELECT * FROM M3FDBCM1.FPLEDG WHERE EPCONO=100 AND EPDIVI='P00' AND EPRECO<>9 AND EPSPYN='FM00110' AND EPSINO IN ('8810000117') AND EPPYST=0 AND EPPYRS='20';
 rn
update M3FDBCM1.FPLEDG set EPPYRS='00' WHERE EPCONO=100 AND EPDIVI='P00' AND EPRECO<>9 AND EPSPYN='FM00110' AND EPSINO IN ('8810000117') AND EPPYST=0 AND EPPYRS='20';",M3,M3,False
M3 > Finance,"Merci de voir avec l'acheteur pour mise à jour de l'OA car il s'agit d'un achat pour tiers, donc il devrait avoir le code du fournisseur exécutant au niveau de l'élément projet",M3,Securité,False
M3 > Finance,Fichier transféré à la Hotline pour copie dans l'IFS; Merci d'exécuter le déversement Manuellement via le GLS850,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,OK,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,Actualisation de la facture sans aucune modification apportée sur la facture mais tout est ok à Présent,M3,CRM,False
M3 > Finance,"Recyclage encours en GLS047, merci de reessayer",M3,CRM,False
M3 > Finance,Merci de voir Avec Felix NDICKA qui a les droits de suppression,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,en cours d'analyse,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,Securité,False
M3 > Finance,dans l'attente,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,RAS,M3,M3,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,Merci de vous rapprocher du demandeur afin de savoir quel est le sort de cette ligne,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,CRM,False
M3 > Finance,ok,M3,M3,False
M3 > Finance,"Recyclage effectué, merci de continuer avec la saisie",M3,Postes,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,OK,M3,Postes,False
M3 > Finance,mail envoyé à Eric OUM,M3,Postes,False
M3 > Finance,OK,M3,Postes,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,ok,M3,Postes,False
M3 > Finance,ok,M3,Postes,False
