Catégorie,Action,clean_categorie,predicted_categorie
M3 > Commercial,RAS,M3,M3
M3 > Commercial,"LENTEUR RESEAU , AUCUNE ACTION A MENER",M3,CRM
M3 > Commercial,"LENTEUR RESEAU , RAS",M3,M3
M3 > Commercial,"LENTEUR RESEAU , AUCUNE ACTION MENEE",M3,CRM
M3 > Commercial,RAS,M3,M3
M3 > Commercial,RAS,M3,Securité
M3 > Commercial,ok,M3,M3
M3 > Commercial,PARAMETRAGE EFFECTUE EN ARS520,M3,CRM
M3 > Commercial,ok,M3,M3
M3 > Commercial,script redémarré,M3,M3
M3 > Commercial,TRAITE,M3,Workflows
M3 > Commercial,ok,M3,M3
M3 > Commercial,TRAITE,M3,Postes
M3 > Commercial,"SELECT * FROM M3FDBCM1.OINVOH WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90;rn
UPDATE M3FDBCM1.OINVOH SET UHINST = 81 WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90",M3,M3
M3 > Commercial,Tarifs en cours de validation à la DAVEP pour Mise à jour....,M3,CRM
M3 > Commercial,RAS,M3,M3
M3 > Commercial,MISE A JOURE EN CRS610,M3,M3
M3 > Commercial,ok.,M3,M3
M3 > Commercial,LIGNE SUPPRIMEE EN OIS300,M3,Securité
M3 > Commercial,ARTICLE REACTIVE EN MMS002,M3,M3
M3 > Commercial,FACTURES REMONTEES EN OIS300,M3,Postes
M3 > Commercial,TRAITE,M3,M3
M3 > Commercial,mail envoyé,M3,M3
M3 > Commercial,LIGNE EVOLUEE DANS LE BGZ500,M3,Postes
M3 > Commercial,"SELECT * FROM M3FDBCM1.OINVOH WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90;rn
UPDATE M3FDBCM1.OINVOH SET UHINST = 81 WHERE
UHCONO = 100 AND
UHDIVI = 'P00' AND
UHYEA4 = 2022 AND
UHVONO = 0 AND
UHDUDT <= 20220124 AND
UHINST = 90",M3,Securité
M3 > Commercial,"MISE A JOUR BGZ500rn
 rn
MERCI DE PROCEDER AUX SAISIES MANUELLES",M3,Postes
M3 > Commercial,TRAITE,M3,Securité
M3 > Commercial,MISE A JOUR BGZ500,M3,Securité
M3 > Commercial,RAS,M3,M3
M3 > Commercial,Traité,M3,Applications
M3 > Commercial,EN COURS,M3,Postes
M3 > Commercial,TRAITE,M3,Securité
M3 > Commercial,TRAITE,M3,M3
M3 > Finance,resolu.,M3,M3
M3 > Finance,RAS,M3,M3
M3 > Finance,resolu,M3,M3
M3 > Finance,Supérieur Hiérarchique mis à jour,M3,CRM
M3 > Finance,remplacement de PENDA04 par MBALLA03 dans les différents WF,M3,Workflows
M3 > Finance,L'utilisateur a affirmé avoir reçu le mail,M3,CRM
M3 > Finance,pièces recyclées,M3,M3
M3 > Finance,resolu,M3,CRM
M3 > Finance,"retrait et octroie des droits rn
 rn
Merci d'essayer a nouveau",M3,CRM
M3 > Finance,Aucune action menées,M3,CRM
M3 > Finance,aucune action menées,M3,CRM
M3 > Finance,Paramétrage effectué dans la table PRS_Remplacant_Validateur,M3,CRM
M3 > Finance,LES FLUX ONT ETE CREES COMME DEMANDES,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,demande traitee,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,merci de saisir ces programmes précédés de Mforms:// ARS225,M3,M3
M3 > Finance,ok,M3,Securité
M3 > Finance,ok,M3,Postes
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,Postes
M3 > Finance,Période comptable ouverte par le DF sur 2022 en GLS990,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,"période comptable 2022 ouverte par le DF via le GLS990, merci de reessayer",M3,CRM
M3 > Finance,Merci de vous rapprocher du chef service Fournisseur qui a la charge d'effectuer ce paramétrage,M3,CRM
M3 > Finance,RAS,M3,M3
M3 > Finance,Nous clôturons ainsi l'incident,M3,Securité
M3 > Finance,ok,M3,CRM
M3 > Finance,Merci de voir avec le master data pour la prorogation de la dae de fin de validité du code projet en question,M3,CRM
M3 > Finance,Merci de voir avec le master data pour mise à jour.,M3,M3
M3 > Finance,Modification des parametres d'affichage,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,"La période comptable a été ouverte en GLS990 par le DF, merci de reessayer",M3,Securité
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,Securité
M3 > Finance,Période comptable 2022 ouverte en GLS990 par le DF,M3,CRM
M3 > Finance,RAS,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous:rn
 rn
SELECT * FROM M3FDBCM1.FPLEDG WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (561839,563981,566080) AND EPVSER='CDE' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2021,2022);rn

UPDATE M3FDBCM1.FPLEDG SET EPAPRV=1 WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (561839,563981,566080) AND EPVSER='CDE' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2021,2022);",M3,CRM
M3 > Finance,"Puisque la mise au rebut est à valeur null, ça ne vaut donc pas la peine de l'extourner",M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,Merci de me communiquer le code projet à renseigner pour mise à jour par requête; car vous ne pouvez plus rétrograder cet OA ( Budget 2021),M3,M3
M3 > Finance,Recyclage du travail bloqué en GLS047: Résolu,M3,CRM
M3 > Finance,Merci de voir avec le master data pour la prorogation de cette date,M3,CRM
M3 > Finance,Merci d'actualiser le travail encours sous le profil DJANKW01 en GLS037,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,"Puisque les écritures attendues ont été bien généré, merci à la supervision d'exécuter les requêtes ci dessous:rn
 rn
SELECT * FROM M3FDBCM1.FFASMA WHERE FMCONO=100 AND FMDIVI='M00' AND CONCAT(FMASID,FMSBNO)='0000005001601';rn
UPDATE M3FDBCM1.FFASMA SET FMSPER=20211231, FMFAST=9 WHERE FMCONO=100 AND FMDIVI='M00' AND CONCAT(FMASID,FMSBNO)='0000005001601';rn
SELECT * FROM M3FDBCM1.FFASDM WHERE FDCONO=100 AND FDDIVI='M00' AND CONCAT(FDASID,FDSBNO)='0000005001601';rn
UPDATE M3FDBCM1.FFASDM SET FDFAST=9 WHERE FDCONO=100 AND FDDIVI='M00' AND CONCAT(FDASID,FDSBNO)='0000005001601';",M3,M3
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,M3
M3 > Finance,RAS,M3,CRM
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous pour mise à jour du statut de l'immo:rn
 rn
SELECT * FROM M3FDBCM1.FFASMA WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn
UPDATE M3FDBCM1.FFASMA SET FMFAST=9 WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn
SELECT * FROM M3FDBCM1.FFASDM WHERE FDCONO=100 AND FDDIVI='P00' AND CONCAT(FDASID,FDSBNO)='000001702410';rn
UPDATE M3FDBCM1.FFASDM SET FDFAST=9 WHERE FDCONO=100 AND FDDIVI='P00' AND CONCAT(FDASID,FDSBNO)='000001702410';",M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,"rn
Prière à la supervision d’exécuter la requête ci-dessous pour approbation de la pièce citée dans le mail ci-dessous afin de permettre son lettrage.rn
 rn
SELECT * FROM M3FDBCM1.FPLEDG WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (119673,117347,134224) AND EPVSER='ODG' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2019,2018,2020);rn

UPDATE M3FDBCM1.FPLEDG SET EPAPRV=1 WHERE EPCONO=100 AND EPDIVI='P00' and epVONO in (119673,117347,134224) AND EPVSER='ODG' AND EPRECO<>9 AND EPAPRV<>1 AND EPYEA4 IN (2019,2018,2020);",M3,CRM
M3 > Finance,ok,M3,Postes
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous:rn
 rn
UPDATE M3FDBCM1.FCHACC SET EAVTDT=20220101 WHERE EACONO=100 AND EAAITP='6'AND EAAITM IN 
('FFICFC', 'FFISO15', 'PALOR12', 'PJKBF20', 'PJKCA20', 'PRSECU', 'PX2001', 'PXT003', 'QALOR19', 'QALOR30', 'QJKBL18', 'QJKCA18', 'QJKCA31', 'RATCC31', 'RBTEX18', 'RCBHE38', 'REVEX19', 'REVIS19', 'REYDP31', 'RV0061', 'RV1041', 'RV8004', 'RVC002', 'RX1005', 'RX1014', 'RX3001', 'RX3002', 'RX3004', 'SADPL30', 'SBACA05', 'SBTBF18', 'SBTBL18', 'SBTCA18','SBTDP18','SBTEX18','SBTMY18','SCBHE02','SCBHE19','SCBMU15','SCBMU19','SEFBC20','SEVBF02','SEVIS30','SEVMY02','SFNTA10','SFNVE10','SHEBW17','SHEMY17','SPBCC18','SSDOR39','SSZTA16','SV0019','SV0037','SV0049','SV0053','SV0055','SV0065','SV0081','SV2010','SV4031','SV8001','SV8105','SV9019','SV9033','SX2051','SXS014','SYDTP01','SYDTP32','SYDTP40','TADCM19','TBADJ08','TBTBF18','TBTBW18','TBTCA18','TBTDJ18','TBTDP18','TBTMU18','TBTTP18','TBTXX18','TCBHE38','TCBMU19','TDYTP02','TEFBC20','TEVBF19','TEVCA19','TEVCM30','TEVCM31','TEVEX01','TEVEX02','TEVEX03','TEVEX19','TEVEX30','TEVEX31','TEVEX32','TEVIS19','TEVMY19','TEVMY31','TEVMY36','TFNTA10','TFNTA13','TFNTA19','THECC17','THEIS17','THESP17','TJKCA25','TJKEX24','TMSBW19','TRAEX16','TSDDJ19','TSDOR19','TSZBA16','TSZBW16','TSZCA24','TSZIS16','TSZMU16','TTFEX70','TV0002','TV0004','TV0007','TV0015','TV0019','TV0022','TV0027','TV0030','TV0031','TV0034','TV0041','TV0042','TV0043','TV0044','TV0045','TV0046','TV0048','TV0056','TV0057','TV0058','TV0060','TV0062','TV0067','TV0068','TV0070','TV0071','TV0076','TV0084','TV0085','TV0087','TV0100','TV1001','TV1002','TV1010','TV1012','TV1022','TV1034','TV1047','TV1048','TV1058','TV1061','TV1085','TV1087','TV1106','TV2001','TV2003','TV2005','TV2006','TV2009','TV2017','TV2020','TV2022','TV2023','TV2024','TV2025','TV2039','TV2040','TV2048','TV2052','TV2057','TV2062','TV2067','TV2087','TV2090','TV2092','TV2113','TV2123','TV3005','TV3009','TV3013','TV3014','TV3040','TV3058','TV3062','TV4001','TV4003','TV4005','TV4010','TV4028','TV4029','TV4045','TV4048','TV4061','TV4067','TV4074','TV8002','TV8003','TV8004','TV8005','TV8006','TV8007','TV8010','TV8011','TV8014','TV8104','TV8106','TV8107','TV8108','TV8113','TV8116','TV8202','TV8203','TV8206','TV8304','TV8305','TV8306','TV8401','TV9001','TV9003','TV9004','TV9007','TV9008','TV9009','TV9010','TV9011','TV9012','TV9014','TV9015','TV9017','TV9019','TV9020','TV9202','TV9206','TV9207','TV9208','TV9209','TV9210','TV9304','TVBJP07','TVBJP30','TVC012','TVC014','TVC812','TWKEX1','TX1052','TX2052','TX3050','TX4050','TYDTP19','TYDTP30','TYDTP31','TYDTP38','TYDTP40','TYDXX07','TYDXX19','TYDXX31');",M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,"Merci à la supervision d'exécuter les requêtes ci dessous:rn
 rn
UPDATE M3FDBCM1.FCHACC SET EAVTDT=20220101 WHERE EACONO=100 AND EAAITP='6'AND EAAITM IN 
('FFICFC', 'FFISO15', 'PALOR12', 'PJKBF20', 'PJKCA20', 'PRSECU', 'PX2001', 'PXT003', 'QALOR19', 'QALOR30', 'QJKBL18', 'QJKCA18', 'QJKCA31', 'RATCC31', 'RBTEX18', 'RCBHE38', 'REVEX19', 'REVIS19', 'REYDP31', 'RV0061', 'RV1041', 'RV8004', 'RVC002', 'RX1005', 'RX1014', 'RX3001', 'RX3002', 'RX3004', 'SADPL30', 'SBACA05', 'SBTBF18', 'SBTBL18', 'SBTCA18','SBTDP18','SBTEX18','SBTMY18','SCBHE02','SCBHE19','SCBMU15','SCBMU19','SEFBC20','SEVBF02','SEVIS30','SEVMY02','SFNTA10','SFNVE10','SHEBW17','SHEMY17','SPBCC18','SSDOR39','SSZTA16','SV0019','SV0037','SV0049','SV0053','SV0055','SV0065','SV0081','SV2010','SV4031','SV8001','SV8105','SV9019','SV9033','SX2051','SXS014','SYDTP01','SYDTP32','SYDTP40','TADCM19','TBADJ08','TBTBF18','TBTBW18','TBTCA18','TBTDJ18','TBTDP18','TBTMU18','TBTTP18','TBTXX18','TCBHE38','TCBMU19','TDYTP02','TEFBC20','TEVBF19','TEVCA19','TEVCM30','TEVCM31','TEVEX01','TEVEX02','TEVEX03','TEVEX19','TEVEX30','TEVEX31','TEVEX32','TEVIS19','TEVMY19','TEVMY31','TEVMY36','TFNTA10','TFNTA13','TFNTA19','THECC17','THEIS17','THESP17','TJKCA25','TJKEX24','TMSBW19','TRAEX16','TSDDJ19','TSDOR19','TSZBA16','TSZBW16','TSZCA24','TSZIS16','TSZMU16','TTFEX70','TV0002','TV0004','TV0007','TV0015','TV0019','TV0022','TV0027','TV0030','TV0031','TV0034','TV0041','TV0042','TV0043','TV0044','TV0045','TV0046','TV0048','TV0056','TV0057','TV0058','TV0060','TV0062','TV0067','TV0068','TV0070','TV0071','TV0076','TV0084','TV0085','TV0087','TV0100','TV1001','TV1002','TV1010','TV1012','TV1022','TV1034','TV1047','TV1048','TV1058','TV1061','TV1085','TV1087','TV1106','TV2001','TV2003','TV2005','TV2006','TV2009','TV2017','TV2020','TV2022','TV2023','TV2024','TV2025','TV2039','TV2040','TV2048','TV2052','TV2057','TV2062','TV2067','TV2087','TV2090','TV2092','TV2113','TV2123','TV3005','TV3009','TV3013','TV3014','TV3040','TV3058','TV3062','TV4001','TV4003','TV4005','TV4010','TV4028','TV4029','TV4045','TV4048','TV4061','TV4067','TV4074','TV8002','TV8003','TV8004','TV8005','TV8006','TV8007','TV8010','TV8011','TV8014','TV8104','TV8106','TV8107','TV8108','TV8113','TV8116','TV8202','TV8203','TV8206','TV8304','TV8305','TV8306','TV8401','TV9001','TV9003','TV9004','TV9007','TV9008','TV9009','TV9010','TV9011','TV9012','TV9014','TV9015','TV9017','TV9019','TV9020','TV9202','TV9206','TV9207','TV9208','TV9209','TV9210','TV9304','TVBJP07','TVBJP30','TVC012','TVC014','TVC812','TWKEX1','TX1052','TX2052','TX3050','TX4050','TYDTP19','TYDTP30','TYDTP31','TYDTP38','TYDTP40','TYDXX07','TYDXX19','TYDXX31');",M3,CRM
M3 > Finance,Période comptable 2022 ouverte par le DF via leGLS990,M3,CRM
M3 > Finance,Merci au master data de proroger la date de fin de validité pour permettre au comptable de facturer,M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,ok,M3,CRM
M3 > Finance,"Recyclage du travail en GLS047, merci de reessayer à nouveau",M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,"Merci d’analyser à votre niveau, je reste disponible.",M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,Création de la nouvelle rubrique 1936 en administration fonctionnelle et remplacement de la rubrique 1935 par la 1936 dans la base de calcul rubrique 3220,M3,CRM
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessous:rn
SELECT * FROM M3FDBCM1.FFASMA WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn
UPDATE M3FDBCM1.FFASMA SET FMSPER=20211227 WHERE FMCONO=100 AND FMDIVI='P00' AND CONCAT(FMASID,FMSBNO)='000001702410';rn",M3,Securité
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,Postes
M3 > Finance,Merci de demander au comptable de procéder à la mise à jour de ce lien ( au niveau du WF Règlement facture et WF Facture) ou alors me communiquer ce lien pour mise à jour.,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,RAS,M3,M3
M3 > Finance,Mise à jour Effectuée via le recyclage en GLS047,M3,CRM
M3 > Finance,en cours,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,OK,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,Postes
M3 > Finance,Merci de voir avec la comptabilité générale pour mise à jour via le GLS940,M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,ok,M3,Securité
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,Réinitialisation de la facture faite,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,modification des parametres d'affichage,M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,RAS,M3,CRM
M3 > Finance,RAS,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,Merci de me communiquer les lignes à toper par capture écran,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,ok,M3,CRM
M3 > Finance,"Merci à la supervision d'exécuter la requête ci dessousrn
SELECT * FROM M3FDBCM1.FFAHIS WHERE FHCONO=100 AND FHDIVI='P00' AND CONCAT(FHASID,FHSBNO)='00000174111' AND FHVATP IN (2,9) AND FHVONO=131532;rn
update M3FDBCM1.FFAHIS SET FHVONO=131538, FHFAVA=-1412301,FHFAVC=-1412301 WHERE FHCONO=100 AND FHDIVI='P00' AND CONCAT(FHASID,FHSBNO)='00000174111' AND FHVATP IN (2,9) AND FHVONO=131532;rn
SELECT * FROM M3FDBCM1.FFAsvl WHERE FVCONO=100 AND FVDIVI='P00' AND CONCAT(FVASID,FVSBNO)='00000174111' AND FVVATP IN (2,9);rn
update M3FDBCM1.FFASVL SET FVFAVA=1412301,FVFAVC=1412301 WHERE FVCONO=100 AND FVDIVI='P00' AND CONCAT(FVASID,FVSBNO)='00000174111' AND FVVATP IN (2,9);",M3,CRM
M3 > Finance,RAS,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,Déverrouillage du Budget 2022 dans SEMC,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,RAS,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,le problème ici sera de voir avec le master data si l’id banque des clients est bien renseigné au moment de la création du client.,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,TRAITE,M3,Postes
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,"SELECT fyckno AS CHEQUE,FYPYNO AS PAYEUR,FYRAI2 AS DEPOT,FYCUAM AS MONTANT,FYBKNM AS BANQUE_CLIENT, FYRMNB AS NUMERO_REMISE,ERRMDA AS DATE_REMISE, ERBKNM AS BANQUE_REMISE,ERCHID AS RESPONSABLE
FROM M3FDBCM1.FCHKMA,M3FDBCM1.FARREM
WHERE ERCONO=FYCONO AND FYDIVI=ERDIVI AND FYRMNB=ERRMNB AND FYCONO=100 AND FYDIVI='P00' AND FYPYCD='CHQ' AND FYRMNB<>0 AND FYRGDT=20220118;rn",M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,CRM
M3 > Finance,"Assistance de l'utilisateur par M. KOUAGHEU Aimé, résolu.",M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,M3
M3 > Finance,ok,M3,CRM
M3 > Finance,Merci de renseigner une plage de compte au niveau de la ligne compte.,M3,M3
M3 > Finance,ok,M3,Postes
M3 > Finance,ok,M3,CRM
M3 > Finance,ok,M3,Securité
M3 > Finance,Merci de voir avec le master data qui devra proroger cette date,M3,M3
M3 > Finance,merci d'extourner les factures concernées et les ressaisir à nouveau; avec toutes nos excuses pour le désagrément causé.,M3,CRM
M3 > Finance,ok,M3,CRM
